Atom Index,RMSF
1,8.993739695633161
2,8.396361310062979
3,7.307265545139082
4,9.113453237600298
5,9.950556950832917
6,8.958743870941982
7,9.757907397823601
8,9.227259100069698
9,7.894226529497503
10,8.180789182710077
11,7.099119484988265
12,7.897486780478237
13,8.750432432303283
14,7.294576770896114
15,7.977694781821551
16,8.368636357789718
17,7.189487239104411
18,8.859656686042113
19,9.72015537432963
20,10.470409927589953
21,9.987587626722815
22,10.59643180893067
23,9.559562937301633
24,8.307648459120736
25,10.239717878843136
26,10.085879743681836
27,9.970283164140566
28,11.370004478739506
29,11.776155893217952
30,11.76990716429192
31,11.784503840841376
32,9.589359503581743
33,9.762729617280836
34,10.155186798136297
35,10.38799279526275
36,8.463433710096503
37,7.961554016302862
38,8.586104935863695
39,7.984950867174132
40,8.524671399223296
41,6.678915825439346
42,6.630211048390712
43,6.303324982677478
44,6.292907226648612
45,6.987826642630571
46,7.290432895823017
47,7.488797305621427
48,7.486385698621716
49,7.497457005314223
50,6.747743407922785
51,5.0768019815612835
52,4.682124891039761
53,4.767443852888864
54,4.762824835290852
55,4.768600074876107
56,4.822513682561795
57,5.559879852883046
58,4.091590111344248
59,3.5417157680342433
60,4.489888652681533
61,5.302189849876655
62,4.362174208517078
63,3.8509598802763745
64,5.255209764315552
65,5.968878581111292
66,5.74276204441462
67,6.851666059707739
68,7.221650724542038
69,7.23323634024469
70,7.2254214949442215
71,5.301283044596297
72,6.2919009541924815
73,6.983976070032291
74,6.855980080497979
75,5.753522049854974
76,5.285137122292485
77,5.3301898636936444
78,5.347829155341526
79,5.321282423883834
80,5.262435741068722
81,6.882491902484159
82,7.614885605143044
83,7.411892352623815
84,8.736966049141854
85,9.576028293078222
86,9.890377773567023
87,9.885577875123039
88,9.886153809282265
89,7.315198220776984
90,7.103661156102825
91,7.471513628874166
92,7.464160498541833
93,7.834952454647802
94,5.950644114426995
95,6.173247828075478
96,6.3824565535175255
97,6.376735126171848
98,6.379624425004098
99,5.189742620155657
100,5.486202987699563
101,4.3306390912399575
102,3.589891001902463
103,3.6204393303024065
104,3.639955055974768
105,3.6301340216142406
106,4.28828017889871
107,5.025622875179843
108,5.412269809161059
109,5.736359371786264
110,5.604656861980839
111,5.7762921343786635
112,6.982045409836444
113,7.2046893228823485
114,7.955768675156078
115,8.040516301448942
116,8.201316232829777
117,8.182427648900914
118,8.13281834814596
119,8.815879382825894
120,8.253941922474697
121,9.081190578265714
122,7.643196941384235
123,8.682502160260556
124,7.9858606407010075
125,9.27361386680355
126,10.009897196911268
127,8.698081767413077
128,9.96972369657366
129,10.618486363738576
130,11.526473759555408
131,11.835900031055148
132,11.834171092664393
133,11.834984955331723
134,9.379003584095477
135,10.984953868563744
136,11.802897318581575
137,11.420157673536554
138,11.61462557117351
139,10.505468803843742
140,11.359117532851377
141,10.039727847300309
142,9.77686288535803
143,9.5795387267103
144,10.466495728811525
