Atom Index,RMSF
1,9.03299909771303
2,8.331753864353525
3,7.270791947814527
4,8.939462219152164
5,9.94463553635568
6,9.06731916405096
7,9.892482509538873
8,9.297129649290271
9,8.066928149078928
10,8.368502373429829
11,7.2436301638771825
12,8.12121410798229
13,8.989630962800339
14,7.555660844729658
15,8.14999694554795
16,8.561372946897928
17,7.34386535951967
18,8.951512196978674
19,9.763238705661484
20,10.433214797223442
21,10.073362389666904
22,10.724712356418895
23,9.620709948275781
24,8.416975952834434
25,10.332060744673631
26,10.224491107175032
27,9.909059329306292
28,11.252905768792374
29,11.642790892775519
30,11.645986608142977
31,11.650045244485032
32,9.487125790385171
33,9.671733451052466
34,9.967093357598928
35,10.322572302697044
36,8.429749205954312
37,7.875005688259817
38,8.538315530138311
39,8.080566494263303
40,8.652451997480187
41,6.832368956917567
42,6.858066864117627
43,6.402551110524764
44,6.460973596839769
45,7.196343883995174
46,7.488771274837499
47,7.678519078892913
48,7.682039525684687
49,7.689478181106529
50,6.856034819515067
51,5.267287663563556
52,4.927185486491681
53,5.016631801951539
54,5.014274527038223
55,5.007683834795526
56,4.944475847100461
57,5.6147829988806075
58,4.198613699635465
59,3.6960723928213866
60,4.504830747112941
61,5.2585941620748065
62,4.378004679231613
63,4.631243286568273
64,4.5040170913015425
65,4.6562338897570745
66,5.021259027127673
67,6.104631055048509
68,6.4943700693150905
69,6.465269112432109
70,6.496038118160526
71,4.743415459857162
72,5.478868335428885
73,6.063521744765736
74,6.070962420437571
75,5.009513931051425
76,4.707319108468687
77,4.808435565455224
78,4.819523315771998
79,4.814086642892415
80,4.556186588734391
81,6.06049541275012
82,6.783109214167888
83,6.5396949365345725
84,7.771529295841349
85,8.54348821656485
86,8.840592873146527
87,8.85207543383255
88,8.842526474022735
89,6.44425449401164
90,6.324348314213067
91,6.743604498123534
92,6.700270222058551
93,7.005421141453079
94,5.317846698046298
95,5.548773640459564
96,5.776457262726411
97,5.76926877676552
98,5.764360435679311
99,4.711359582723218
100,5.0145863555545915
101,4.093052145603666
102,3.511590171569672
103,3.597208574196549
104,3.603037846018926
105,3.5781663820739165
106,4.043857497496522
107,4.915051398067189
108,5.366665698831086
109,5.626092076827919
110,5.631850013993898
111,5.572243935761788
112,6.806657887658234
113,6.950839417676932
114,7.672928220561784
115,7.845513250783502
116,7.9683612478060075
117,8.035851887488013
118,7.994711342830982
119,8.516685976507189
120,7.788823351729909
121,8.590180670572384
122,7.179807402513419
123,8.075199996685212
124,7.388113141581037
125,8.52748376638274
126,9.258247000276913
127,7.953071386563607
128,9.114743756490691
129,9.669113727736923
130,10.488310169418602
131,10.780580214664807
132,10.780031509315858
133,10.776867298142127
134,8.537481281849459
135,10.13406586516132
136,10.874058194599474
137,10.502516813464924
138,10.74906541582936
139,9.782114725733136
140,10.64165349578102
141,9.331673309309414
142,9.16783627269565
143,9.069857825515845
144,9.849541551948358
