Atom Index,RMSF
1,9.10631219555783
2,8.427369215391527
3,7.3202265272590825
4,9.088843917160567
5,10.075379966719993
6,9.036129419737444
7,9.874885549925486
8,9.23178773269656
9,7.966940713366942
10,8.229120964298826
11,7.135547266032624
12,8.025963810940192
13,8.902022801267801
14,7.391841909360798
15,8.145372079259285
16,8.56733302652376
17,7.319348817004851
18,9.041628947911146
19,9.94504767894456
20,10.688354158641427
21,10.252980113080365
22,10.906583817732509
23,9.761148522540294
24,8.427601345109506
25,10.444112428920464
26,10.289683113156654
27,10.151848116181453
28,11.62860244964893
29,12.053019577477919
30,12.05583690987364
31,12.051146967711716
32,9.743534084296103
33,9.850425012473826
34,10.218839862993757
35,10.48272163665059
36,8.454345543584225
37,7.92886632261656
38,8.493791568091721
39,7.999400189904349
40,8.517998065745276
41,6.614234371955904
42,6.599233737355797
43,6.260437156266096
44,6.057665227309042
45,6.68056725356563
46,6.803580602081795
47,6.962451380405514
48,6.969155502546754
49,6.958205285931997
50,6.489854944429649
51,4.768552662032164
52,4.399824471328717
53,4.500759136609963
54,4.4987842346802696
55,4.50327055305617
56,4.456566927169061
57,5.197695053241017
58,3.702139517104021
59,3.170143133400543
60,4.121379584497401
61,4.9232486027714035
62,4.097327196964366
63,3.648145146406619
64,5.054866346714232
65,5.716698755127165
66,5.697815012216113
67,6.776787302302006
68,7.145788309470856
69,7.15533636443678
70,7.131892311489238
71,5.329348664333505
72,6.313652501512875
73,6.937980117549567
74,6.972193940334262
75,5.765547780122449
76,5.406844644724274
77,5.451384478343441
78,5.4890132799760645
79,5.497335040502023
80,5.1946770865699
81,6.8423496283821805
82,7.621265481291415
83,7.2597498304871415
84,8.551179069189244
85,9.351023150823874
86,9.64851911629299
87,9.65696392353533
88,9.659562108579621
89,7.155451992877798
90,6.894900901189802
91,7.246327797669647
92,7.220962608778696
93,7.581979651518432
94,5.761011962490012
95,5.943987920019753
96,6.144279149359134
97,6.140788073346567
98,6.140612705122731
99,5.043376658036825
100,5.358907341510676
101,4.2037182219851
102,3.5252683354013543
103,3.594522966188091
104,3.5970932584490614
105,3.571061661119293
106,4.116347793546838
107,4.924667418967218
108,5.333898245361544
109,5.639098245447148
110,5.547748463767781
111,5.622506262696374
112,6.906581869603374
113,7.083533588852028
114,7.863518486505521
115,7.9969775104397804
116,8.240489399291794
117,8.100718837764017
118,8.072947476547697
119,8.74683937999753
120,8.063587109545264
121,8.825038235254166
122,7.452903070698749
123,8.482970216391191
124,7.861544216883173
125,9.046377163430652
126,9.72005857504514
127,8.526756148081827
128,9.731085126211477
129,10.37622993141128
130,11.178969649567874
131,11.462380384242127
132,11.46765887273997
133,11.462194930721815
134,9.223359446683254
135,10.648041856817667
136,11.428924707666079
137,11.11843391326979
138,11.231978047099535
139,10.185898285137744
140,10.977885388942894
141,9.766071018406866
142,9.503532227506385
143,9.323784725710235
144,10.157332366621631
